Axis,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
322.0,642.0,642.0,642.0,642.0,642.0,642,645.0,645.0,645,645.0,645.0,645.0,654.0,648.0,651.0,651.0,651.0,946.0,645,654,657,635.0,674.0,651.0,654,631.0,414.0,639.0,642.0,639,642,641,648,640,640,641,640,641,641
323.0,642.0,642.0,642.0,642.0,642.0,642,645.0,645.0,645,645.0,647.0,645.0,654.0,648.0,645.0,651.0,648.0,651.0,645,654,657,635.0,674.0,651.0,654,631.0,414.0,639.0,642.0,639,642,642,649,640,641,641,640,641,641
324.0,642.0,642.0,642.0,642.0,642.0,642,645.0,645.0,645,645.0,648.0,645.0,654.0,648.0,644.0,651.0,648.0,651.0,645,651,652,635.0,671.0,694.0,638,631.0,414.0,639.0,642.0,642,642,642,650,641,641,640,640,642,642
325.0,642.0,642.0,642.0,642.0,642.0,642,645.0,645.0,645,645.0,648.0,645.0,648.0,648.0,645.0,651.0,648.0,651.0,645,651,651,636.0,794.0,701.0,636,655.0,414.0,647.0,642.0,642,645,642,650,641,641,641,641,641,641
326.0,645.0,645.0,645.0,645.0,645.0,642,645.0,645.0,645,645.0,648.0,645.0,648.0,648.0,645.0,651.0,648.0,651.0,645,651,651,654.0,795.0,701.0,636,657.0,414.0,647.0,642.0,642,645,643,650,641,641,641,640,642,641
327.0,645.0,645.0,645.0,645.0,645.0,645,645.0,645.0,645,645.0,648.0,645.0,648.0,648.0,645.0,651.0,648.0,651.0,645,651,651,654.0,795.0,659.0,635,658.0,414.0,648.0,642.0,642,645,643,823,642,642,641,640,642,642
328.0,645.0,645.0,645.0,645.0,645.0,645,645.0,645.0,645,645.0,645.0,645.0,648.0,648.0,645.0,651.0,648.0,651.0,645,651,651,654.0,672.0,659.0,635,658.0,414.0,648.0,641.0,642,645,643,823,642,642,641,641,642,641
329.0,645.0,645.0,645.0,645.0,645.0,645,645.0,645.0,645,645.0,645.0,645.0,648.0,648.0,645.0,651.0,648.0,651.0,645,651,655,653.0,672.0,659.0,635,658.0,414.0,649.0,641.0,642,645,643,653,642,642,641,640,642,642
330.0,645.0,645.0,645.0,645.0,645.0,645,645.0,645.0,645,645.0,645.0,645.0,648.0,648.0,645.0,651.0,648.0,651.0,645,651,657,651.0,657.0,659.0,635,658.0,434.0,651.0,642.0,642,645,643,656,642,642,642,641,642,642
331.0,645.0,645.0,645.0,645.0,645.0,645,645.0,645.0,645,645.0,645.0,645.0,648.0,648.0,645.0,651.0,648.0,651.0,645,651,657,651.0,657.0,753.0,635,659.0,433.0,651.0,642.0,642,645,643,657,643,642,642,641,642,642
332.0,645.0,645.0,645.0,645.0,645.0,645,645.0,645.0,645,645.0,645.0,648.0,648.0,648.0,645.0,651.0,648.0,651.0,645,648,651,651.0,657.0,752.0,635,659.0,431.0,651.0,642.0,642,645,643,657,643,643,642,642,643,643
333.0,645.0,645.0,645.0,645.0,645.0,645,645.0,648.0,645,645.0,645.0,648.0,648.0,648.0,645.0,651.0,648.0,651.0,645,648,651,648.0,657.0,751.0,635,659.0,481.0,651.0,645.0,642,645,643,658,643,643,642,642,643,643
334.0,645.0,645.0,645.0,645.0,645.0,645,645.0,648.0,645,648.0,645.0,648.0,648.0,648.0,645.0,654.0,648.0,651.0,645,648,651,648.0,655.0,752.0,635,659.0,654.0,651.0,645.0,642,645,645,659,649,643,642,642,643,643
335.0,645.0,645.0,645.0,645.0,645.0,645,645.0,648.0,645,645.0,645.0,648.0,648.0,648.0,648.0,654.0,648.0,651.0,645,648,651,648.0,654.0,662.0,636,659.0,480.0,657.0,645.0,645,645,647,660,649,643,643,642,643,643
336.0,645.0,645.0,645.0,645.0,645.0,645,648.0,648.0,645,645.0,645.0,648.0,648.0,648.0,648.0,654.0,648.0,651.0,645,648,651,648.0,662.0,661.0,636,662.0,481.0,653.0,645.0,645,645,647,660,650,643,643,642,643,643
337.0,645.0,645.0,645.0,645.0,645.0,645,648.0,648.0,645,645.0,645.0,648.0,651.0,648.0,648.0,654.0,648.0,651.0,645,648,651,651.0,654.0,662.0,665,662.0,481.0,654.0,645.0,645,645,649,661,650,643,650,642,646,643
338.0,645.0,645.0,645.0,645.0,645.0,645,645.0,648.0,645,645.0,645.0,648.0,651.0,648.0,648.0,654.0,648.0,651.0,645,648,651,651.0,654.0,662.0,665,647.0,481.0,649.0,645.0,645,645,649,660,651,643,646,642,646,642
339.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,645,645.0,645.0,648.0,651.0,648.0,648.0,654.0,648.0,651.0,645,648,648,651.0,654.0,662.0,671,648.0,481.0,649.0,645.0,645,645,649,660,652,643,646,642,646,642
340.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,645,645.0,645.0,648.0,651.0,648.0,648.0,654.0,648.0,651.0,645,648,648,651.0,654.0,663.0,671,651.0,481.0,648.0,645.0,645,645,649,659,646,644,647,643,646,643
341.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,645,645.0,645.0,648.0,651.0,651.0,648.0,654.0,648.0,651.0,645,648,648,651.0,654.0,664.0,667,651.0,481.0,648.0,645.0,645,645,649,660,646,647,647,643,647,643
342.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,645,645.0,645.0,648.0,651.0,651.0,648.0,654.0,648.0,651.0,645,648,648,651.0,651.0,665.0,672,651.0,530.0,653.0,645.0,645,648,650,656,647,647,647,643,647,643
343.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,648,645.0,648.0,648.0,651.0,651.0,648.0,654.0,648.0,651.0,645,648,648,651.0,651.0,665.0,774,652.0,531.0,654.0,651.0,645,648,651,657,647,647,647,643,647,647
344.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,648,645.0,648.0,648.0,651.0,651.0,648.0,654.0,648.0,651.0,645,648,648,651.0,651.0,666.0,774,652.0,531.0,654.0,652.0,645,648,652,660,647,647,647,643,647,647
345.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,648,645.0,648.0,648.0,651.0,651.0,648.0,654.0,648.0,651.0,645,648,648,651.0,651.0,668.0,775,653.0,531.0,658.0,654.0,645,648,652,728,647,647,648,643,648,647
346.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,648,645.0,648.0,648.0,651.0,651.0,648.0,654.0,648.0,651.0,645,648,648,651.0,651.0,668.0,776,668.0,531.0,659.0,654.0,645,648,653,728,647,648,648,643,648,647
347.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,648,648.0,648.0,648.0,651.0,651.0,648.0,654.0,648.0,651.0,645,648,648,651.0,651.0,668.0,776,669.0,527.0,659.0,647.0,645,648,653,728,648,648,648,643,648,647
348.0,645.0,645.0,645.0,645.0,645.0,645,645.0,651.0,648,648.0,648.0,648.0,651.0,651.0,648.0,654.0,648.0,654.0,645,648,648,651.0,651.0,668.0,670,669.0,529.0,659.0,648.0,645,648,653,660,648,648,648,648,648,647
349.0,645.0,645.0,645.0,645.0,645.0,645,648.0,651.0,648,648.0,648.0,648.0,651.0,651.0,648.0,657.0,648.0,654.0,645,648,648,651.0,651.0,668.0,663,672.0,572.0,661.0,649.0,648,651,653,660,660,649,648,649,648,647
350.0,648.0,648.0,648.0,648.0,648.0,645,648.0,651.0,648,648.0,648.0,648.0,654.0,651.0,648.0,658.0,651.0,654.0,645,648,648,651.0,651.0,668.0,662,688.0,571.0,685.0,659.0,653,653,653,661,661,649,648,649,648,648
351.0,648.0,648.0,648.0,648.0,648.0,648,648.0,651.0,648,648.0,648.0,648.0,654.0,651.0,648.0,658.0,651.0,654.0,645,648,648,651.0,651.0,659.0,671,662.0,571.0,686.0,659.0,654,653,655,662,649,649,649,649,648,648
352.0,648.0,648.0,648.0,648.0,648.0,648,648.0,654.0,648,648.0,648.0,651.0,654.0,651.0,651.0,658.0,651.0,653.0,649,648,648,651.0,651.0,657.0,662,662.0,571.0,686.0,659.0,654,654,656,663,649,650,649,649,649,648
353.0,648.0,648.0,648.0,648.0,648.0,648,648.0,654.0,648,648.0,648.0,651.0,654.0,651.0,651.0,658.0,651.0,654.0,648,648,648,651.0,651.0,657.0,661,662.0,589.0,687.0,659.0,655,657,657,668,650,650,649,649,649,649
354.0,648.0,648.0,648.0,648.0,648.0,648,648.0,654.0,648,648.0,651.0,651.0,654.0,651.0,651.0,658.0,651.0,654.0,648,648,648,651.0,651.0,657.0,659,659.0,589.0,689.0,695.0,671,658,657,668,650,651,650,649,649,649
355.0,648.0,648.0,648.0,648.0,648.0,648,648.0,654.0,648,648.0,651.0,651.0,654.0,651.0,651.0,658.0,651.0,654.0,648,648,651,654.0,651.0,657.0,659,659.0,589.0,688.0,695.0,654,658,658,669,651,651,650,649,650,649
356.0,648.0,648.0,648.0,648.0,648.0,648,648.0,654.0,648,648.0,651.0,651.0,654.0,651.0,651.0,658.0,651.0,654.0,648,648,651,654.0,651.0,657.0,659,659.0,652.0,689.0,695.0,662,659,658,670,651,651,650,656,650,649
357.0,648.0,648.0,648.0,648.0,648.0,648,648.0,654.0,651,648.0,651.0,651.0,654.0,651.0,651.0,658.0,651.0,654.0,648,648,651,654.0,651.0,657.0,659,659.0,627.0,747.0,695.0,671,659,658,670,651,651,650,651,650,650
358.0,648.0,648.0,648.0,648.0,648.0,648,651.0,654.0,651,651.0,651.0,651.0,654.0,654.0,651.0,658.0,651.0,654.0,648,648,651,654.0,651.0,657.0,659,658.0,628.0,748.0,695.0,662,659,658,671,652,651,651,651,651,650
359.0,651.0,651.0,651.0,651.0,651.0,648,651.0,654.0,651,651.0,651.0,651.0,654.0,654.0,651.0,658.0,651.0,654.0,648,648,651,654.0,651.0,657.0,659,658.0,624.0,742.0,695.0,671,659,659,671,653,652,651,651,651,650
360.0,651.0,651.0,651.0,651.0,651.0,651,651.0,654.0,651,651.0,651.0,651.0,654.0,654.0,651.0,658.0,651.0,654.0,648,648,651,654.0,651.0,657.0,659,658.0,626.0,742.0,694.0,976,976,660,672,655,652,652,652,657,650
361.0,651.0,651.0,651.0,651.0,651.0,651,651.0,654.0,651,651.0,651.0,651.0,654.0,654.0,651.0,658.0,651.0,654.0,648,648,651,654.0,651.0,657.0,659,658.0,635.0,742.0,682.0,976,671,661,657,656,652,652,652,650,650
362.0,651.0,651.0,651.0,651.0,651.0,651,651.0,654.0,651,651.0,651.0,654.0,654.0,654.0,651.0,658.0,651.0,654.0,648,651,651,654.0,651.0,657.0,658,658.0,635.0,742.0,682.0,976,670,662,659,657,652,652,652,651,652
363.0,651.0,651.0,651.0,651.0,651.0,651,651.0,654.0,651,651.0,651.0,654.0,654.0,654.0,651.0,658.0,651.0,654.0,648,651,651,654.0,651.0,657.0,658,658.0,635.0,742.0,682.0,976,982,663,665,658,653,652,653,652,653
364.0,651.0,651.0,651.0,651.0,651.0,651,651.0,654.0,651,651.0,651.0,654.0,654.0,654.0,651.0,659.0,651.0,654.0,648,651,651,654.0,654.0,657.0,658,658.0,636.0,742.0,682.0,982,982,666,667,659,656,652,656,653,661
365.0,651.0,651.0,651.0,651.0,651.0,651,651.0,657.0,651,651.0,651.0,654.0,658.0,654.0,651.0,659.0,654.0,654.0,648,651,651,654.0,654.0,657.0,658,658.0,636.0,742.0,682.0,982,982,667,667,671,658,652,656,653,662
366.0,651.0,651.0,651.0,651.0,651.0,651,651.0,657.0,651,651.0,651.0,654.0,658.0,654.0,651.0,659.0,654.0,657.0,654,651,651,654.0,654.0,657.0,658,658.0,658.0,742.0,682.0,1050,1050,667,667,671,658,656,656,653,658
367.0,651.0,651.0,651.0,651.0,651.0,651,651.0,657.0,651,651.0,651.0,654.0,658.0,654.0,651.0,659.0,654.0,657.0,651,651,651,654.0,654.0,657.0,658,658.0,671.0,698.0,678.0,1204,1066,668,671,659,659,656,656,656,658
368.0,651.0,651.0,651.0,651.0,651.0,651,651.0,657.0,651,651.0,654.0,654.0,658.0,654.0,651.0,658.0,655.0,658.0,650,651,651,654.0,654.0,658.0,658,659.0,658.0,698.0,678.0,1049,1049,670,848,660,659,657,657,656,658
369.0,651.0,651.0,651.0,651.0,651.0,651,651.0,657.0,651,651.0,654.0,654.0,658.0,654.0,651.0,658.0,655.0,658.0,651,651,651,654.0,654.0,658.0,658,659.0,658.0,698.0,678.0,1050,1050,671,852,661,660,657,658,657,658
370.0,651.0,651.0,651.0,651.0,651.0,651,651.0,657.0,651,651.0,654.0,654.0,658.0,654.0,651.0,658.0,657.0,658.0,651,651,651,654.0,654.0,658.0,658,659.0,658.0,698.0,678.0,1050,1050,672,830,663,661,658,658,658,658
371.0,651.0,651.0,651.0,651.0,651.0,651,654.0,657.0,651,651.0,654.0,654.0,658.0,657.0,651.0,658.0,657.0,658.0,651,651,651,654.0,654.0,658.0,658,658.0,658.0,682.0,679.0,914,831,673,738,663,662,658,659,658,658
372.0,651.0,651.0,651.0,651.0,651.0,651,654.0,657.0,651,651.0,654.0,657.0,658.0,658.0,651.0,658.0,657.0,658.0,651,651,651,654.0,654.0,658.0,657,658.0,672.0,683.0,680.0,915,832,676,734,663,663,659,660,659,659
373.0,654.0,654.0,654.0,654.0,654.0,651,654.0,658.0,654,654.0,654.0,658.0,658.0,658.0,651.0,659.0,657.0,658.0,651,651,651,654.0,654.0,658.0,657,659.0,672.0,986.0,987.0,915,832,677,683,664,664,659,661,660,660
374.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,658.0,658.0,654.0,659.0,657.0,658.0,651,651,651,654.0,654.0,659.0,657,659.0,678.0,680.0,987.0,915,832,677,685,667,667,660,661,660,661
375.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,659.0,658.0,654.0,659.0,657.0,658.0,651,651,651,654.0,654.0,659.0,657,659.0,678.0,672.0,987.0,704,704,677,685,667,667,660,661,661,661
376.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,658.0,658.0,654.0,659.0,657.0,658.0,654,651,654,654.0,654.0,658.0,657,662.0,678.0,672.0,987.0,701,704,677,686,667,667,660,662,661,662
377.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,658.0,658.0,654.0,659.0,657.0,658.0,654,651,654,654.0,657.0,659.0,658,662.0,678.0,672.0,986.0,701,705,678,685,668,668,661,662,661,662
378.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,658.0,658.0,654.0,662.0,657.0,658.0,654,651,654,657.0,657.0,659.0,658,662.0,658.0,671.0,682.0,705,705,679,842,668,672,662,662,662,663
379.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,659.0,658.0,654.0,662.0,657.0,658.0,654,651,654,657.0,657.0,659.0,658,662.0,155.0,671.0,682.0,695,705,681,840,669,672,662,662,663,664
380.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,659.0,658.0,654.0,662.0,657.0,659.0,654,654,654,657.0,658.0,659.0,658,659.0,156.0,671.0,678.0,695,705,685,840,670,672,662,663,664,666
381.0,654.0,654.0,654.0,654.0,654.0,654,654.0,658.0,654,654.0,654.0,658.0,659.0,659.0,654.0,662.0,658.0,659.0,654,654,654,657.0,658.0,659.0,658,659.0,156.0,671.0,677.0,695,705,775,894,670,676,663,664,666,667
382.0,657.0,657.0,657.0,657.0,657.0,654,654.0,658.0,654,654.0,658.0,658.0,659.0,659.0,654.0,662.0,658.0,658.0,654,654,654,657.0,658.0,659.0,658,659.0,156.0,671.0,677.0,695,704,776,897,672,868,663,664,667,668
383.0,657.0,657.0,657.0,657.0,657.0,657,654.0,658.0,654,654.0,658.0,657.0,659.0,659.0,654.0,662.0,658.0,658.0,654,654,654,657.0,658.0,659.0,658,659.0,156.0,667.0,671.0,695,986,898,898,673,868,663,664,668,668
384.0,658.0,658.0,658.0,658.0,658.0,657,654.0,658.0,654,654.0,658.0,657.0,659.0,659.0,654.0,662.0,658.0,658.0,654,654,654,658.0,658.0,659.0,658,659.0,657.0,671.0,671.0,695,986,890,898,681,868,664,664,668,669
385.0,658.0,658.0,658.0,658.0,658.0,658,658.0,658.0,654,657.0,658.0,657.0,659.0,659.0,654.0,662.0,658.0,658.0,654,654,654,658.0,658.0,659.0,658,659.0,186.0,671.0,671.0,678,986,889,964,671,868,664,664,668,669
386.0,658.0,658.0,658.0,658.0,658.0,658,658.0,658.0,654,658.0,658.0,658.0,659.0,659.0,654.0,662.0,659.0,659.0,658,654,654,658.0,658.0,659.0,658,659.0,186.0,666.0,671.0,677,986,889,889,677,868,667,667,669,670
387.0,658.0,658.0,658.0,658.0,658.0,658,658.0,658.0,657,658.0,658.0,658.0,659.0,659.0,654.0,662.0,658.0,659.0,658,654,657,658.0,658.0,659.0,658,659.0,185.0,665.0,671.0,677,678,795,889,677,869,668,668,669,670
388.0,658.0,658.0,658.0,658.0,658.0,658,658.0,658.0,657,658.0,659.0,658.0,659.0,658.0,654.0,662.0,658.0,659.0,658,654,657,658.0,658.0,659.0,659,659.0,185.0,665.0,671.0,674,677,793,794,675,869,679,669,670,671
389.0,658.0,658.0,658.0,658.0,658.0,658,658.0,658.0,658,658.0,659.0,658.0,659.0,658.0,654.0,665.0,658.0,659.0,657,654,657,658.0,659.0,659.0,659,659.0,185.0,665.0,671.0,672,917,793,793,678,871,668,670,671,672
390.0,658.0,658.0,658.0,658.0,658.0,658,658.0,657.0,658,658.0,659.0,658.0,659.0,658.0,654.0,665.0,658.0,659.0,657,654,657,658.0,659.0,662.0,659,662.0,186.0,665.0,671.0,672,672,793,793,679,794,669,671,672,673
391.0,658.0,658.0,658.0,658.0,658.0,658,658.0,657.0,658,658.0,658.0,659.0,659.0,658.0,654.0,665.0,658.0,659.0,658,654,657,658.0,659.0,662.0,659,662.0,186.0,665.0,671.0,672,672,785,786,681,786,670,672,673,673
392.0,658.0,658.0,658.0,658.0,658.0,658,658.0,657.0,658,658.0,659.0,659.0,662.0,658.0,654.0,665.0,658.0,659.0,658,654,658,658.0,659.0,662.0,659,662.0,226.0,659.0,672.0,671,672,786,787,790,790,672,672,674,674
393.0,658.0,658.0,658.0,658.0,658.0,658,658.0,657.0,658,658.0,661.0,659.0,662.0,658.0,654.0,666.0,658.0,659.0,658,658,658,659.0,659.0,662.0,659,662.0,226.0,659.0,672.0,671,671,786,786,786,786,673,673,676,676
394.0,659.0,659.0,659.0,659.0,659.0,659,658.0,657.0,658,658.0,662.0,659.0,662.0,662.0,654.0,671.0,658.0,659.0,658,658,658,659.0,659.0,662.0,659,662.0,222.0,659.0,674.0,671,671,908,908,787,787,673,676,677,676
395.0,659.0,659.0,659.0,659.0,659.0,659,659.0,657.0,658,658.0,662.0,659.0,662.0,662.0,654.0,668.0,658.0,659.0,658,658,658,658.0,659.0,662.0,659,662.0,223.0,659.0,674.0,668,671,908,908,908,788,673,676,677,676
396.0,659.0,659.0,659.0,659.0,659.0,659,659.0,657.0,658,658.0,662.0,659.0,662.0,662.0,654.0,668.0,658.0,662.0,659,658,658,658.0,659.0,662.0,659,662.0,223.0,659.0,662.0,665,665,677,1127,865,788,673,676,677,676
397.0,659.0,659.0,659.0,659.0,659.0,659,659.0,658.0,658,658.0,662.0,659.0,662.0,662.0,658.0,668.0,658.0,662.0,659,658,659,658.0,659.0,662.0,658,662.0,263.0,659.0,662.0,665,665,673,676,864,802,675,677,678,683
398.0,659.0,659.0,659.0,659.0,659.0,659,659.0,658.0,658,659.0,659.0,659.0,662.0,662.0,658.0,665.0,658.0,662.0,658,658,659,657.0,659.0,662.0,657,662.0,263.0,659.0,662.0,665,668,670,672,864,864,677,678,679,874
399.0,659.0,659.0,659.0,659.0,659.0,659,659.0,658.0,658,659.0,659.0,659.0,662.0,662.0,658.0,665.0,658.0,662.0,658,658,659,657.0,659.0,662.0,658,662.0,260.0,659.0,662.0,665,666,669,671,863,863,678,682,679,874
400.0,659.0,659.0,659.0,659.0,659.0,659,659.0,658.0,658,659.0,659.0,662.0,662.0,662.0,658.0,665.0,658.0,662.0,658,658,659,658.0,659.0,662.0,658,662.0,260.0,659.0,662.0,662,665,668,671,862,862,678,678,679,874
401.0,659.0,659.0,659.0,659.0,659.0,659,659.0,658.0,658,659.0,659.0,662.0,665.0,662.0,658.0,665.0,658.0,662.0,658,658,658,658.0,659.0,662.0,658,662.0,260.0,659.0,662.0,662,665,668,670,854,854,678,679,679,858
402.0,659.0,659.0,659.0,659.0,659.0,659,659.0,658.0,658,659.0,659.0,662.0,665.0,662.0,659.0,665.0,659.0,662.0,658,658,658,658.0,659.0,662.0,659,662.0,261.0,659.0,662.0,662,665,667,669,674,674,788,787,681,859
403.0,659.0,659.0,659.0,659.0,659.0,659,659.0,659.0,658,659.0,659.0,662.0,665.0,665.0,658.0,668.0,659.0,662.0,658,658,658,658.0,659.0,662.0,659,665.0,659.0,659.0,662.0,662,665,667,669,674,673,787,787,682,860
404.0,659.0,659.0,659.0,659.0,659.0,659,659.0,659.0,659,659.0,659.0,662.0,665.0,665.0,658.0,668.0,659.0,662.0,658,658,658,658.0,659.0,662.0,659,665.0,659.0,659.0,662.0,662,665,667,669,680,672,790,790,790,1037
405.0,659.0,659.0,659.0,659.0,659.0,659,659.0,659.0,659,659.0,659.0,662.0,665.0,665.0,658.0,668.0,659.0,662.0,658,658,659,659.0,659.0,665.0,659,665.0,662.0,659.0,662.0,662,665,667,668,679,671,788,787,787,1034
406.0,659.0,659.0,659.0,659.0,659.0,659,659.0,659.0,659,659.0,659.0,662.0,665.0,665.0,658.0,668.0,659.0,662.0,658,658,659,659.0,659.0,665.0,659,665.0,323.0,662.0,662.0,662,665,666,668,673,678,857,858,858,864
407.0,659.0,659.0,659.0,659.0,659.0,659,662.0,659.0,659,662.0,659.0,662.0,665.0,665.0,659.0,668.0,659.0,665.0,659,658,659,659.0,659.0,665.0,659,665.0,326.0,662.0,662.0,662,665,672,668,672,673,858,858,870,870
408.0,659.0,659.0,659.0,659.0,659.0,659,662.0,659.0,659,662.0,665.0,662.0,665.0,665.0,659.0,668.0,659.0,665.0,659,658,659,659.0,659.0,665.0,659,665.0,322.0,662.0,662.0,662,671,672,668,672,668,858,672,862,670
409.0,662.0,662.0,662.0,662.0,662.0,659,662.0,659.0,659,662.0,665.0,665.0,665.0,665.0,659.0,668.0,659.0,665.0,659,658,659,659.0,659.0,665.0,659,665.0,321.0,662.0,662.0,662,671,671,667,671,668,668,672,672,670
410.0,662.0,662.0,662.0,662.0,662.0,662,662.0,659.0,659,662.0,665.0,665.0,675.0,665.0,659.0,668.0,659.0,665.0,659,658,659,659.0,659.0,665.0,659,662.0,323.0,662.0,665.0,662,665,672,667,669,668,668,669,672,669
411.0,662.0,662.0,662.0,662.0,662.0,662,662.0,659.0,659,662.0,665.0,665.0,675.0,665.0,659.0,668.0,659.0,665.0,659,658,659,659.0,662.0,665.0,659,665.0,323.0,662.0,665.0,662,665,672,667,670,668,668,669,672,669
412.0,662.0,662.0,662.0,662.0,662.0,662,662.0,659.0,659,662.0,665.0,665.0,675.0,665.0,659.0,668.0,659.0,665.0,659,659,659,659.0,662.0,665.0,659,662.0,323.0,662.0,665.0,662,665,671,667,669,668,668,669,672,669
413.0,662.0,662.0,662.0,662.0,662.0,662,662.0,659.0,659,662.0,665.0,665.0,674.0,665.0,659.0,668.0,659.0,665.0,659,659,659,659.0,662.0,662.0,659,662.0,353.0,662.0,665.0,662,665,671,671,670,668,668,669,673,669
414.0,662.0,662.0,662.0,662.0,662.0,662,662.0,659.0,659,662.0,665.0,665.0,674.0,665.0,659.0,668.0,665.0,665.0,659,659,659,659.0,662.0,662.0,659,662.0,353.0,662.0,665.0,662,665,671,670,670,668,668,669,668,668
415.0,662.0,662.0,662.0,662.0,662.0,662,662.0,659.0,659,662.0,665.0,665.0,668.0,665.0,659.0,668.0,665.0,665.0,662,659,662,659.0,662.0,662.0,659,662.0,353.0,662.0,665.0,662,665,662,670,670,667,668,668,668,668
416.0,662.0,662.0,662.0,662.0,662.0,662,662.0,659.0,659,662.0,665.0,665.0,668.0,665.0,659.0,668.0,662.0,665.0,662,659,662,659.0,662.0,662.0,659,662.0,662.0,662.0,665.0,662,665,662,670,671,667,673,668,668,668
417.0,662.0,662.0,662.0,662.0,662.0,662,665.0,659.0,659,662.0,665.0,665.0,668.0,665.0,659.0,668.0,662.0,665.0,662,659,662,662.0,662.0,662.0,662,662.0,662.0,662.0,665.0,662,665,662,670,676,668,672,668,668,668
418.0,662.0,662.0,662.0,662.0,662.0,662,665.0,659.0,659,662.0,665.0,665.0,668.0,665.0,659.0,668.0,662.0,665.0,662,659,661,662.0,662.0,662.0,659,662.0,662.0,662.0,665.0,662,662,663,670,668,668,672,668,668,668
419.0,665.0,665.0,665.0,665.0,665.0,665,665.0,659.0,659,662.0,665.0,665.0,668.0,665.0,662.0,668.0,662.0,665.0,662,659,662,662.0,662.0,662.0,660,662.0,662.0,662.0,665.0,662,662,663,670,668,668,672,668,668,668
420.0,665.0,665.0,665.0,665.0,665.0,665,665.0,663.0,665,662.0,665.0,665.0,668.0,665.0,662.0,668.0,662.0,665.0,662,659,662,662.0,662.0,665.0,662,662.0,428.0,662.0,665.0,662,662,664,670,668,668,671,668,668,668
421.0,665.0,665.0,665.0,665.0,665.0,665,665.0,662.0,665,662.0,665.0,665.0,668.0,665.0,662.0,668.0,662.0,665.0,662,659,662,662.0,662.0,665.0,665,662.0,428.0,662.0,665.0,662,662,666,671,668,668,672,669,668,668
422.0,665.0,665.0,665.0,665.0,665.0,665,665.0,662.0,665,662.0,666.0,665.0,668.0,665.0,662.0,668.0,662.0,665.0,662,662,662,662.0,662.0,665.0,665,662.0,428.0,662.0,665.0,662,662,667,671,668,668,672,669,668,668
423.0,665.0,665.0,665.0,665.0,665.0,665,665.0,662.0,665,662.0,668.0,665.0,668.0,668.0,662.0,668.0,662.0,668.0,662,662,662,662.0,662.0,665.0,665,662.0,428.0,662.0,665.0,662,662,667,671,668,668,672,669,668,669
424.0,665.0,665.0,665.0,665.0,665.0,665,665.0,662.0,665,665.0,668.0,665.0,668.0,668.0,662.0,671.0,662.0,665.0,662,662,662,662.0,665.0,665.0,665,662.0,428.0,662.0,665.0,662,662,664,671,668,668,672,669,669,669
425.0,665.0,665.0,665.0,665.0,665.0,665,665.0,662.0,665,665.0,668.0,665.0,668.0,668.0,662.0,671.0,662.0,665.0,662,662,662,665.0,665.0,665.0,665,662.0,428.0,665.0,665.0,662,662,664,671,668,668,672,669,669,669
426.0,665.0,665.0,665.0,665.0,665.0,665,665.0,662.0,663,665.0,668.0,665.0,668.0,668.0,662.0,671.0,662.0,668.0,662,662,662,665.0,665.0,665.0,665,662.0,428.0,665.0,665.0,662,665,664,671,669,668,669,669,669,669
427.0,665.0,665.0,665.0,665.0,665.0,665,665.0,668.0,662,665.0,668.0,665.0,668.0,668.0,662.0,671.0,662.0,668.0,665,662,665,665.0,665.0,665.0,665,662.0,665.0,665.0,665.0,665,665,664,671,669,669,669,669,669,669
428.0,665.0,665.0,665.0,665.0,665.0,665,665.0,668.0,662,665.0,668.0,665.0,668.0,668.0,662.0,672.0,662.0,668.0,665,662,665,665.0,665.0,665.0,665,665.0,665.0,665.0,665.0,665,665,664,672,669,669,669,669,669,669
429.0,665.0,665.0,665.0,665.0,665.0,665,665.0,668.0,662,665.0,668.0,665.0,668.0,668.0,662.0,672.0,662.0,668.0,665,662,665,665.0,665.0,665.0,663,665.0,665.0,665.0,665.0,665,665,664,672,669,669,669,670,669,669
